gene_stable_id	transcript_stable_id	protein_stable_id	xref	db_name	info_type	source_identity	xref_identity	linkage_type
Rv3355c	CCP46176	CCP46176	O50384	Uniprot/SPTREMBL	NONE	100	100	-
Rv3356c	CCP46177	CCP46177	P9WG81	Uniprot/SWISSPROT	NONE	100	100	-
Rv3357	CCP46178	CCP46178	P9WF25	Uniprot/SWISSPROT	NONE	100	100	-
Rv3358	CCP46179	CCP46179	P9WF09	Uniprot/SWISSPROT	NONE	100	100	-
Rv3359	CCP46180	CCP46180	O50388	Uniprot/SPTREMBL	NONE	100	100	-
Rv3360	CCP46181	CCP46181	O50389	Uniprot/SPTREMBL	NONE	100	100	-
Rv3361c	CCP46182	CCP46182	I6YBX3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3362c	CCP46183	CCP46183	O50391	Uniprot/SPTREMBL	NONE	100	100	-
Rv3363c	CCP46184	CCP46184	O50392	Uniprot/SPTREMBL	NONE	100	100	-
Rv3364c	CCP46185	CCP46185	O50393	Uniprot/SPTREMBL	NONE	100	100	-
Rv3365c	CCP46186	CCP46186	Q93IG6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3366	CCP46187	CCP46187	O50394	Uniprot/SPTREMBL	NONE	100	100	-
Rv3367	CCP46188	CCP46188	L0TCB8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3368c	CCP46189	CCP46189	O50397	Uniprot/SPTREMBL	NONE	100	100	-
Rv3369	CCP46190	CCP46190	O50398	Uniprot/SPTREMBL	NONE	100	100	-
Rv3370c	CCP46191	CCP46191	P9WNT5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3371	CCP46192	CCP46192	P9WKA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3372	CCP46193	CCP46193	P9WFZ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3373	CCP46194	CCP46194	O50402	Uniprot/SPTREMBL	NONE	100	100	-
Rv3374	CCP46195	CCP46195	Q6MWX6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3375	CCP46196	CCP46196	P9WQ93	Uniprot/SWISSPROT	NONE	100	100	-
Rv3376	CCP46197	CCP46197	P9WMS5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3377c	CCP46198	CCP46198	O50406	Uniprot/SWISSPROT	NONE	100	100	-
Rv3378c	CCP46199	CCP46199	P9WJ61	Uniprot/SWISSPROT	NONE	100	100	-
Rv3379c	CCP46200	CCP46200	O50408	Uniprot/SPTREMBL	NONE	100	100	-
Rv3380c	CCP46201	CCP46201	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3381c	CCP46202	CCP46202	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3382c	CCP46203	CCP46203	P9WKF9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3383c	CCP46204	CCP46204	O50410	Uniprot/SPTREMBL	NONE	100	100	-
Rv3384c	CCP46205	CCP46205	O50411	Uniprot/SWISSPROT	NONE	100	100	-
Rv3385c	CCP46206	CCP46206	P9WF13	Uniprot/SWISSPROT	NONE	100	100	-
Rv3386	CCP46207	CCP46207	O50413	Uniprot/SPTREMBL	NONE	100	100	-
Rv3387	CCP46208	CCP46208	O50414	Uniprot/SPTREMBL	NONE	100	100	-
Rv3388	CCP46209	CCP46209	Q6MWX5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3389c	CCP46210	CCP46210	I6YBZ8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3390	CCP46211	CCP46211	O50416	Uniprot/SPTREMBL	NONE	100	100	-
Rv3391	CCP46212	CCP46212	O50417	Uniprot/SPTREMBL	NONE	100	100	-
Rv3392c	CCP46213	CCP46213	P9WPB7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3393	CCP46214	CCP46214	O50418	Uniprot/SPTREMBL	NONE	100	100	-
Rv3394c	CCP46215	CCP46215	O50419	Uniprot/SPTREMBL	NONE	100	100	-
Rv3395c	CCP46216	CCP46216	P9WKZ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3395A	CCP46217	CCP46217	Q6MWX4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3396c	CCP46218	CCP46218	P9WMS7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3397c	CCP46219	CCP46219	P9WHP3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3398c	CCP46220	CCP46220	P9WKH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3399	CCP46221	CCP46221	P9WFH1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3400	CCP46222	CCP46222	P9WKZ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3401	CCP46223	CCP46223	P9WN13	Uniprot/SWISSPROT	NONE	100	100	-
Rv3402c	CCP46224	CCP46224	P9WGJ7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3403c	CCP46225	CCP46225	P9WKZ5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3404c	CCP46226	CCP46226	P9WKZ3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3405c	CCP46227	CCP46227	P9WMC3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3406	CCP46228	CCP46228	P9WKZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3407	CCP46229	CCP46229	P9WF23	Uniprot/SWISSPROT	NONE	100	100	-
Rv3408	CCP46230	CCP46230	P9WF49	Uniprot/SWISSPROT	NONE	100	100	-
Rv3409c	CCP46231	CCP46231	P9WMV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3410c	CCP46232	CCP46232	P9WKI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3411c	CCP46233	CCP46233	P9WKI7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3412	CCP46234	CCP46234	P9WKY9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3413c	CCP46235	CCP46235	P9WJ71	Uniprot/SWISSPROT	NONE	100	100	-
Rv3414c	CCP46236	CCP46236	P9WGG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3415c	CCP46237	CCP46237	I6YG27	Uniprot/SPTREMBL	NONE	100	100	-
Rv3416	CCP46238	CCP46238	P9WF41	Uniprot/SWISSPROT	NONE	100	100	-
Rv3417c	CCP46239	CCP46239	P9WPE9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3418c	CCP46240	CCP46240	P9WPE5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3419c	CCP46241	CCP46241	P9WHT7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3420c	CCP46242	CCP46242	I6YG32	Uniprot/SPTREMBL	NONE	100	100	-
Rv3421c	CCP46243	CCP46243	P9WKY7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3422c	CCP46244	CCP46244	P9WFS7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3423c	CCP46245	CCP46245	P9WQA9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3424c	CCP46246	CCP46246	P9WKY3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3425	CCP46247	CCP46247	Q50703	Uniprot/SWISSPROT	NONE	100	100	-
Rv3426	CCP46248	CCP46248	Q50702	Uniprot/SWISSPROT	NONE	100	100	-
Rv3427c	CCP46249	CCP46249	Q50701	Uniprot/SWISSPROT	NONE	100	100	-
Rv3428c	CCP46250	CCP46250	Q50700	Uniprot/SWISSPROT	NONE	100	100	-
Rv3429	CCP46251	CCP46251	P9WHY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3430c	CCP46252	CCP46252	I6YC39	Uniprot/SPTREMBL	NONE	100	100	-
Rv3431c	CCP46253	CCP46253	I6XH73	Uniprot/SPTREMBL	NONE	100	100	-
Rv3432c	CCP46254	CCP46254	I6YG46	Uniprot/SPTREMBL	NONE	100	100	-
Rv3433c	CCP46255	CCP46255	P9WF11	Uniprot/SWISSPROT	NONE	100	100	-
Rv3434c	CCP46256	CCP46256	I6YC44	Uniprot/SPTREMBL	NONE	100	100	-
Rv3435c	CCP46257	CCP46257	O06252	Uniprot/SPTREMBL	NONE	100	100	-
Rv3436c	CCP46258	CCP46258	P9WN49	Uniprot/SWISSPROT	NONE	100	100	-
Rv3437	CCP46259	CCP46259	I6YG51	Uniprot/SPTREMBL	NONE	100	100	-
Rv3438	CCP46260	CCP46260	I6X7B3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3439c	CCP46261	CCP46261	I6YC49	Uniprot/SPTREMBL	NONE	100	100	-
Rv3440c	CCP46262	CCP46262	O06257	Uniprot/SPTREMBL	NONE	100	100	-
Rv3441c	CCP46263	CCP46263	P9WN41	Uniprot/SWISSPROT	NONE	100	100	-
Rv3442c	CCP46264	CCP46264	P9WH25	Uniprot/SWISSPROT	NONE	100	100	-
Rv3443c	CCP46265	CCP46265	P9WHE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3444c	CCP46266	CCP46266	I6YC53	Uniprot/SWISSPROT	NONE	100	100	-
Rv3445c	CCP46267	CCP46267	I6Y3I6	Uniprot/SWISSPROT	NONE	100	100	-
Rv3446c	CCP46268	CCP46268	O06263	Uniprot/SPTREMBL	NONE	100	100	-
Rv3447c	CCP46269	CCP46269	P9WNA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3448	CCP46270	CCP46270	P9WNQ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3449	CCP46271	CCP46271	I6YC58	Uniprot/SPTREMBL	NONE	100	100	-
Rv3450c	CCP46272	CCP46272	P9WNR1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3451	CCP46273	CCP46273	P9WP39	Uniprot/SWISSPROT	NONE	100	100	-
Rv3452	CCP46274	CCP46274	O06319	Uniprot/SPTREMBL	NONE	100	100	-
Rv3453	CCP46275	CCP46275	O06320	Uniprot/SPTREMBL	NONE	100	100	-
Rv3454	CCP46276	CCP46276	O06321	Uniprot/SPTREMBL	NONE	100	100	-
Rv3455c	CCP46277	CCP46277	P9WHP9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3456c	CCP46278	CCP46278	P9WHD3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3457c	CCP46279	CCP46279	P9WGZ1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3458c	CCP46280	CCP46280	P9WH35	Uniprot/SWISSPROT	NONE	100	100	-
Rv3459c	CCP46281	CCP46281	P9WH65	Uniprot/SWISSPROT	NONE	100	100	-
Rv3460c	CCP46282	CCP46282	P9WH61	Uniprot/SWISSPROT	NONE	100	100	-
Rv3461c	CCP46283	CCP46283	P9WH89	Uniprot/SWISSPROT	NONE	100	100	-
Rv3462c	CCP46284	CCP46284	P9WKK3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3463	CCP46285	CCP46285	I6X7D4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3464	CCP46286	CCP46286	P9WN65	Uniprot/SWISSPROT	NONE	100	100	-
Rv3465	CCP46287	CCP46287	P9WH11	Uniprot/SWISSPROT	NONE	100	100	-
Rv3466	CCP46288	CCP46288	P9WKY1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3467	CCP46289	CCP46289	Q50655	Uniprot/SPTREMBL	NONE	100	100	-
Rv3468c	CCP46290	CCP46290	Q6MWX3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3469c	CCP46291	CCP46291	O06334	Uniprot/SPTREMBL	NONE	100	100	-
Rv3470c	CCP46292	CCP46292	O06335	Uniprot/SWISSPROT	NONE	100	100	-
Rv3471c	CCP46293	CCP46293	O06336	Uniprot/SPTREMBL	NONE	100	100	-
Rv3472	CCP46294	CCP46294	I6YG83	Uniprot/SPTREMBL	NONE	100	100	-
Rv3473c	CCP46295	CCP46295	O06338	Uniprot/SPTREMBL	NONE	100	100	-
Rv3474	CCP46296	CCP46296	P9WKH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3475	CCP46297	CCP46297	P9WKH9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3476c	CCP46298	CCP46298	I6XHB8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3477	CCP46299	CCP46299	I6YG87	Uniprot/SPTREMBL	NONE	100	100	-
Rv3478	CCP46300	CCP46300	Q6MWX1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3479	CCP46301	CCP46301	O06342	Uniprot/SWISSPROT	NONE	100	100	-
Rv3480c	CCP46302	CCP46302	P9WKA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3481c	CCP46303	CCP46303	I6XHC3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3482c	CCP46304	CCP46304	I6YG92	Uniprot/SPTREMBL	NONE	100	100	-
Rv3483c	CCP46305	CCP46305	I6X7F2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3484	CCP46306	CCP46306	O06347	Uniprot/SPTREMBL	NONE	100	100	-
Rv3485c	CCP46307	CCP46307	O06348	Uniprot/SPTREMBL	NONE	100	100	-
Rv3486	CCP46308	CCP46308	O06349	Uniprot/SWISSPROT	NONE	100	100	-
Rv3487c	CCP46309	CCP46309	O06350	Uniprot/SWISSPROT	NONE	100	100	-
Rv3488	CCP46310	CCP46310	I6X7F9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3489	CCP46311	CCP46311	I6YC91	Uniprot/SPTREMBL	NONE	100	100	-
Rv3490	CCP46312	CCP46312	P9WN11	Uniprot/SWISSPROT	NONE	100	100	-
Rv3491	CCP46313	CCP46313	I6XHD1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3492c	CCP46314	CCP46314	I6YGA5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3493c	CCP46315	CCP46315	I6X7G4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3494c	CCP46316	CCP46316	I6YC95	Uniprot/SPTREMBL	NONE	100	100	-
Rv3495c	CCP46317	CCP46317	I6Y3P1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3496c	CCP46318	CCP46318	I6XHD6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3497c	CCP46319	CCP46319	I6YGB1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3498c	CCP46320	CCP46320	I6X7G8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3499c	CCP46321	CCP46321	I6YC99	Uniprot/SPTREMBL	NONE	100	100	-
Rv3500c	CCP46322	CCP46322	I6Y3P5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3501c	CCP46323	CCP46323	O53546	Uniprot/SPTREMBL	NONE	100	100	-
Rv3502c	CCP46324	CCP46324	O53547	Uniprot/SPTREMBL	NONE	100	100	-
Rv3503c	CCP46325	CCP46325	I6X7H4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3504	CCP46326	CCP46326	I6YCA3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3505	CCP46327	CCP46327	I6Y3Q0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3506	CCP46328	CCP46328	O53551	Uniprot/SWISSPROT	NONE	100	100	-
Rv3507	CCP46329	CCP46329	Q6MWW9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3508	CCP46330	CCP46330	O53553	Uniprot/SWISSPROT	NONE	100	100	-
Rv3509c	CCP46331	CCP46331	O53554	Uniprot/SWISSPROT	NONE	100	100	-
Rv3510c	CCP46332	CCP46332	I6Y3Q7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3511	CCP46333	CCP46333	Q6MWW8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3512	CCP46334	CCP46334	Q6MWW7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3513c	CCP46335	CCP46335	I6YGC8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3514	CCP46336	CCP46336	Q6MWW6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3515c	CCP46337	CCP46337	P9WQ51	Uniprot/SWISSPROT	NONE	100	100	-
Rv3516	CCP46338	CCP46338	O53561	Uniprot/SPTREMBL	NONE	100	100	-
Rv3517	CCP46339	CCP46339	O53562	Uniprot/SPTREMBL	NONE	100	100	-
Rv3518c	CCP46340	CCP46340	P9WPL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3519	CCP46341	CCP46341	O53564	Uniprot/SPTREMBL	NONE	100	100	-
Rv3520c	CCP46342	CCP46342	O53565	Uniprot/SWISSPROT	NONE	100	100	-
Rv3521	CCP46343	CCP46343	O53566	Uniprot/SPTREMBL	NONE	100	100	-
Rv3522	CCP46344	CCP46344	O53567	Uniprot/SPTREMBL	NONE	100	100	-
Rv3523	CCP46345	CCP46345	I6YGD8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3524	CCP46346	CCP46346	I6X7J6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3525c	CCP46347	CCP46347	I6YCB9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3526	CCP46348	CCP46348	P71875	Uniprot/SWISSPROT	NONE	100	100	-
Rv3527	CCP46349	CCP46349	I6XHG6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3528c	CCP46350	CCP46350	I6YGE4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3529c	CCP46351	CCP46351	I6YCC4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3530c	CCP46352	CCP46352	I6Y3S9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3531c	CCP46353	CCP46353	I6XHH2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3532	CCP46354	CCP46354	P9WHX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3533c	CCP46355	CCP46355	P9WHX7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3534c	CCP46356	CCP46356	P9WMK5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3535c	CCP46357	CCP46357	P9WQH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3536c	CCP46358	CCP46358	I6XHH5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3537	CCP46359	CCP46359	P71864	Uniprot/SWISSPROT	NONE	100	100	-
Rv3538	CCP46360	CCP46360	Q6MWW2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3539	CCP46361	CCP46361	P9WHX5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3540c	CCP46362	CCP46362	I6Y3T7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3541c	CCP46363	CCP46363	I6XHI0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3542c	CCP46364	CCP46364	I6YGF8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3543c	CCP46365	CCP46365	P71858	Uniprot/SPTREMBL	NONE	100	100	-
Rv3544c	CCP46366	CCP46366	P71857	Uniprot/SPTREMBL	NONE	100	100	-
Rv3545c	CCP46367	CCP46367	P9WPP1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3546	CCP46368	CCP46368	I6XHI4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3547	CCP46369	CCP46369	P9WP15	Uniprot/SWISSPROT	NONE	100	100	-
Rv3548c	CCP46370	CCP46370	P71853	Uniprot/SPTREMBL	NONE	100	100	-
Rv3549c	CCP46371	CCP46371	I6YCE1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3550	CCP46372	CCP46372	I6Y3U6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3551	CCP46373	CCP46373	P9WPW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3552	CCP46374	CCP46374	P9WPV9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3553	CCP46375	CCP46375	P71847	Uniprot/SPTREMBL	NONE	100	100	-
Rv3554	CCP46376	CCP46376	P71846	Uniprot/SPTREMBL	NONE	100	100	-
Rv3555c	CCP46377	CCP46377	P96837	Uniprot/SPTREMBL	NONE	100	100	-
Rv3556c	CCP46378	CCP46378	I6XHJ3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3557c	CCP46379	CCP46379	P9WMB9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3558	CCP46380	CCP46380	Q6MWW0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3559c	CCP46381	CCP46381	I6YCF0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3560c	CCP46382	CCP46382	I6Y3V5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3561	CCP46383	CCP46383	P96843	Uniprot/SWISSPROT	NONE	100	100	-
Rv3562	CCP46384	CCP46384	I6YGH7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3563	CCP46385	CCP46385	P96845	Uniprot/SPTREMBL	NONE	100	100	-
Rv3564	CCP46386	CCP46386	I6YCF5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3565	CCP46387	CCP46387	P96847	Uniprot/SPTREMBL	NONE	100	100	-
Rv3566c	CCP46388	CCP46388	P9WJI5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3566A	CCP46389	CCP46389	I6YGI1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3567c	CCP46390	CCP46390	P9WND9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3568c	CCP46391	CCP46391	P9WNW7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3569c	CCP46392	CCP46392	P9WNH5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3570c	CCP46393	CCP46393	P9WJA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3571	CCP46394	CCP46394	P9WJ93	Uniprot/SWISSPROT	NONE	100	100	-
Rv3572	CCP46395	CCP46395	I6X7P2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3573c	CCP46396	CCP46396	P96855	Uniprot/SPTREMBL	NONE	100	100	-
Rv3574	CCP46397	CCP46397	P96856	Uniprot/SWISSPROT	NONE	100	100	-
Rv3575c	CCP46398	CCP46398	P96857	Uniprot/SPTREMBL	NONE	100	100	-
Rv3576	CCP46399	CCP46399	I6YGJ4	Uniprot/SPTREMBL	NONE	100	100	-
Rv3577	CCP46400	CCP46400	P96859	Uniprot/SPTREMBL	NONE	100	100	-
Rv3578	CCP46401	CCP46401	I6YCG9	Uniprot/SPTREMBL	NONE	100	100	-
Rv3579c	CCP46402	CCP46402	P9WFY5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3580c	CCP46403	CCP46403	P9WFW1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3581c	CCP46404	CCP46404	P9WKG5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3582c	CCP46405	CCP46405	P9WKG9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3583c	CCP46406	CCP46406	P9WJG3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3584	CCP46407	CCP46407	P9WK63	Uniprot/SWISSPROT	NONE	100	100	-
Rv3585	CCP46408	CCP46408	P9WHJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3586	CCP46409	CCP46409	P9WNW5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3587c	CCP46410	CCP46410	O53572	Uniprot/SPTREMBL	NONE	100	100	-
Rv3588c	CCP46411	CCP46411	P9WPJ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3589	CCP46412	CCP46412	P9WQ09	Uniprot/SWISSPROT	NONE	100	100	-
Rv3590c	CCP46413	CCP46413	I6XHM5	Uniprot/SPTREMBL	NONE	100	100	-
Rv3591c	CCP46414	CCP46414	I6YGL1	Uniprot/SPTREMBL	NONE	100	100	-
Rv3592	CCP46415	CCP46415	P9WKH3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3593	CCP46416	CCP46416	O06155	Uniprot/SPTREMBL	NONE	100	100	-
Rv3594	CCP46417	CCP46417	I6Y3Z2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3595c	CCP46418	CCP46418	Q6MWV6	Uniprot/SPTREMBL	NONE	100	100	-
Rv3596c	CCP46419	CCP46419	P9WPC9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3597c	CCP46420	CCP46420	P9WIP7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3598c	CCP46421	CCP46421	P9WFU9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3599c	CCP46422	CCP46422	O06283	Uniprot/SPTREMBL	NONE	100	100	-
Rv3600c	CCP46423	CCP46423	P9WPA1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3601c	CCP46424	CCP46424	P9WIL3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3602c	CCP46425	CCP46425	P9WIL5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3603c	CCP46426	CCP46426	O06279	Uniprot/SPTREMBL	NONE	100	100	-
Rv3604c	CCP46427	CCP46427	O06278	Uniprot/SPTREMBL	NONE	100	100	-
Rv3605c	CCP46428	CCP46428	O06277	Uniprot/SPTREMBL	NONE	100	100	-
Rv3606c	CCP46429	CCP46429	P9WNC7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3607c	CCP46430	CCP46430	P9WNC5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3608c	CCP46431	CCP46431	P9WND1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3609c	CCP46432	CCP46432	P9WN57	Uniprot/SWISSPROT	NONE	100	100	-
Rv3610c	CCP46433	CCP46433	P9WQN3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3611	CCP46434	CCP46434	O06272	Uniprot/SPTREMBL	NONE	100	100	-
Rv3612c	CCP46435	CCP46435	I6YGR2	Uniprot/SPTREMBL	NONE	100	100	-
Rv3613c	CCP46436	CCP46436	O06270	Uniprot/SPTREMBL	NONE	100	100	-
Rv3614c	CCP46437	CCP46437	P9WJD5	Uniprot/SWISSPROT	NONE	100	100	-
Rv3615c	CCP46438	CCP46438	P9WJD7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3616c	CCP46439	CCP46439	P9WJE1	Uniprot/SWISSPROT	NONE	100	100	-
Rv3617	CCP46440	CCP46440	I6YGS0	Uniprot/SPTREMBL	NONE	100	100	-
Rv3618	CCP46441	CCP46441	I6X7W8	Uniprot/SPTREMBL	NONE	100	100	-
Rv3619c	CCP46442	CCP46442	P0DOA7	Uniprot/SWISSPROT	NONE	100	100	-
Rv3620c	CCP46443	CCP46443	P9WNI3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3621c	CCP46444	CCP46444	P9WHX3	Uniprot/SWISSPROT	NONE	100	100	-
Rv3622c	CCP46445	CCP46445	I6YGS7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3623	CCP46446	CCP46446	I6X7X3	Uniprot/SPTREMBL	NONE	100	100	-
Rv3624c	CCP46447	CCP46447	P9WHQ9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3625c	CCP46448	CCP46448	P9WG53	Uniprot/SWISSPROT	NONE	100	100	-
Rv3626c	CCP46449	CCP46449	O06381	Uniprot/SPTREMBL	NONE	100	100	-
Rv3627c	CCP46450	CCP46450	O06380	Uniprot/SPTREMBL	NONE	100	100	-
Rv3628	CCP46451	CCP46451	P9WI55	Uniprot/SWISSPROT	NONE	100	100	-
Rv3629c	CCP46452	CCP46452	O06378	Uniprot/SPTREMBL	NONE	100	100	-
Rv3630	CCP46453	CCP46453	P9WKX9	Uniprot/SWISSPROT	NONE	100	100	-
Rv3631	CCP46454	CCP46454	O06376	Uniprot/SPTREMBL	NONE	100	100	-
Rv3632	CCP46455	CCP46455	I6YGT7	Uniprot/SPTREMBL	NONE	100	100	-
Rv3633	CCP46456	CCP46456	P9WI89	Uniprot/SWISSPROT	NONE	100	100	-
Rv3634c	CCP46457	CCP46457	P9WN67	Uniprot/SWISSPROT	NONE	100	100	-
Rv3635	CCP46458	CCP46458	I6Y460	Uniprot/SPTREMBL	NONE	100	100	-
Rv3636	CCP46459	CCP46459	O06371	Uniprot/SPTREMBL	NONE	100	100	-
Rv3637	CCP46460	CCP46460	O06370	Uniprot/SPTREMBL	NONE	100	100	-
Rv3638	CCP46461	CCP46461	I6XHU7	Uniprot/SPTREMBL	NONE	100	100	-
